ProductCode,ProductName,Price,UOM,IsActive
9953_UOMEACH,$5 Sushi Friday 203347,34.7800,EACH,no
9954_UOMEACH,Customer Appreciation Letter 202797,5.9300,EACH,no
9955_UOMEACH,Deluxe Hot Bowl Sign 204873,29.9600,EACH,no
9956_UOMEACH,Hawaiian Poke Bowl Sign 205409,9.5500,EACH,no
9957_UOMEACH,$3  Off Holloween Sticker,0.8600,EACH,no
9958_UOMEACH,10% Off Dum W/Card,0.9600,EACH,no
9959_UOMEACH,Sup Bowl. Valen Static Cling 200097,26.6700,EACH,no
9960_UOMEACH,Hot Food Cat Poster 200239,6.4200,EACH,no
9987_UOMEACH,UPC Scan Book Full Set,45.0000,EACH,no
9992_UOMBOX,Disposable Face Mask 50pcs/box,30.4500,BOX,yes
9993_UOMPK,Hair Net for Kitchen,35.5300,PK,yes
9994_UOMEACH,Sanitizer for Kitchen,11.1700,EACH,yes
9995_UOMEACH,Dish Soap for Kitchen,5.0800,EACH,yes
9997_UOMEACH,SHIPPING & HANDLING,175.0000,EACH,no
9998_UOMEACH,WT Invoice No Tax,7.1500,EACH,no
9999_UOMEACH,15% OFF STICKERS,3.0000,EACH,no
X2406_UOMCS20,Shrimp Tray 30P,198.0000,CS20,no
X2406_UOMTRAY,Shrimp Tray 30P,9.9000,TRAY,no
X3665_UOMCASE,CT 04 600 pcs,84.9600,CASE,no
X8136_UOMEACH,Thermometer,11.3500,EACH,no
X8137_UOMEACH,Ladle 8oz,35.0000,EACH,no
XX3289_UOMCS15,Fried Onion. Top,27.0000,CS15,no
XX3289_UOMEACH,Fried Onion. Top,1.8000,EACH,no
Z1219_UOMTRAY,Uzushio Squid Tray,14.3000,TRAY,no
Z3087_UOMPK,DB-10 Top 50 pcs,5.0400,PK,no
Z3089_UOMPK,DB-10 R&B Body pk,13.7500,PK,no
Z3099_UOMPK,BF-10 Bento Set 50 pcs,25.8000,PK,no
Z4180_UOMPK,MB-430 Bowl Body,14.1000,PK,no
Z4182_UOMPK,MB-129 Bowl Top 50,6.2800,PK,no
Z5271_UOMPK,DB-101 Lid & Bowl,10.5000,PK,no
Z5283_UOMEACH,Lantern (Large),382.2000,EACH,no
Z5289_UOMEACH,Lantern (Medium),258.9700,EACH,no
Z5300_UOMCASE,24 oz Cup 500 pcs,29.5000,CASE,no
Z5302_UOMCASE,16 oz Noodle Set,52.2000,CASE,no
Z5333_UOMCS,16 oz Solo Miso Cup,66.5000,CS,no
Z5381_UOMPK,4 oz Cup 125 pcs,3.6300,PK,no
Z5385_UOMPK,4 oz Top 125 pcs,3.5900,PK,no
Z5401_UOMPK,2 oz Cup 125 pcs,2.3900,PK,no
Z5405_UOMPK,2 oz Top 100 pcs,2.7500,PK,no
Z5498_UOMCASE,Microwave Cup 1000,25.0000,CASE,no
Z5499_UOMCASE,Microwave Top 1000,16.0000,CASE,no
Z6630_UOMEACH,Digital Scale 11 lbs,31.1800,EACH,no
Z6681_UOMEACH,PRE PRINT LABEL,8.5000,EACH,no
Z7002_UOMROLL,Label No Raw,3.0000,ROLL,no
Z7104_UOMROLL,Label Caution Hot,14.5000,ROLL,no
Z7114_UOMROLL,P LA Frozen Dumpling,34.0000,ROLL,no
Z7122_UOMROLL,Thermo Brn R Weg,7.5000,ROLL,no
Z7126_UOMROLL,Thermo Weg Tsc,12.2000,ROLL,no
ZC0702_UOMEACH,COVER FD PAN 0.5 FLIP,11.9000,EACH,no
ZC4797_UOMEACH,ADAPTET PLATE 2 SLOT,14.3000,EACH,no
ZC7494_UOMEACH,YOSENABE STAINL 9.5IN,31.1900,EACH,no
ZC8781_UOMEACH,Chef Coat Black Small,25.7900,EACH,no
ZC8782_UOMEACH,Chef Coat Black Medium,25.7900,EACH,no
ZC9999_UOMEACH,Chef Mart Inv.,1.2000,EACH,no
